asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality,asset_criticality_score,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_365d,failures_last_90d,failures_last_30d,same_defect_recurrences_365d,inspection_image_available,total_events_logged,last_recorded_event_id,last_recorded_date
AST-001922,Traction,Section Insulator,electrical sectioning,ANNR,ANNANUR,SR,Tamil Nadu,SEC-ANNR-AVD,4.1,HIGH,68.8,131.0,0.9079,2.0,1,37.0,63.1,30.0,468,438.0,0,0,0,0,1,2,EVT-0009685,2026-08-12
AST-001923,Engineering,Ballast/Formation Zone,track geometry and drainage,NK,NASIK ROAD,CR,Maharashtra,SEC-NK-ODHA,16.5,HIGH,65.7,143.0,0.9363,2.0,1,56.0,63.9,60.0,13,0.0,0,0,0,0,1,1,EVT-0004088,2025-09-14
AST-001924,S&T,Colour Light Signal,movement authority indication,SAN,SANDILA,NR,Uttar Pradesh,SEC-SAN-UTA,13.0,CRITICAL,90.6,148.0,0.9412,2.0,0,107.0,82.4,30.0,188,158.0,1,0,0,1,1,4,EVT-0006065,2026-01-08
AST-001925,Traction,OHE Contact/Catenary,traction power collection,DBA,DABRA,NCR,Madhya Pradesh,SEC-DBA-KTRA,15.6,HIGH,72.9,155.0,0.9499,2.0,1,90.0,66.5,30.0,170,140.0,0,0,0,0,0,7,EVT-0009931,2026-08-26
AST-001926,Traction,Section Insulator,electrical sectioning,TA,TANUR,SR,Kerala,SEC-TA-TIR,8.2,HIGH,63.0,82.0,0.782,2.0,1,20.0,54.8,30.0,147,117.0,0,0,0,0,0,2,EVT-0005701,2025-12-18
AST-001927,S&T,Colour Light Signal,movement authority indication,GUS,GHUMASAN,WR,Gujarat,SEC-GUS-GUSB,13.3,CRITICAL,84.4,68.0,0.7271,2.0,0,57.0,69.1,30.0,244,214.0,2,1,0,1,0,4,EVT-0003991,2025-09-08
AST-001928,Traction,Section Insulator,electrical sectioning,HDS,HARIDASPUR,ECoR,Orissa,SEC-HDS-NGMP,18.4,HIGH,66.5,116.0,0.8744,2.0,1,53.0,60.7,30.0,252,222.0,2,2,2,2,1,7,EVT-0009247,2026-07-18
AST-001929,S&T,Track Circuit,train detection,MSC,CHENNAI CHETPAT,SR,Tamil Nadu,SEC-MSC-NBK,5.6,CRITICAL,86.6,118.0,0.8794,2.0,0,80.0,78.0,30.0,9,0.0,0,0,0,0,1,3,EVT-0008772,2026-06-19
AST-001930,Traction,Cantilever Assembly,OHE geometry,BNCR,BANCHARI,NCR,Uttar Pradesh,SEC-BNCR-GHER,5.9,HIGH,60.1,23.0,0.4513,6.0,1,9.0,47.8,30.0,342,312.0,0,0,0,0,1,4,EVT-0006972,2026-03-04
AST-001931,Engineering,Bridge/Culvert,structural route continuity,AMW,AMAN VADI,SCR,Maharashtra,SEC-AMW-LHD,8.9,HIGH,61.7,14.0,0.3381,3.0,1,6.0,34.0,90.0,163,73.0,1,1,0,0,1,3,EVT-0003591,2025-08-16
AST-001932,Engineering,Bridge/Culvert,structural route continuity,BGM,BELGAUM,SWR,Karnataka,SEC-BGM-DUR,10.3,MEDIUM,59.7,40.0,0.5878,2.0,1,14.0,43.3,90.0,117,27.0,1,0,0,0,0,3,EVT-0009909,2026-08-25
AST-001933,Engineering,Points & Crossing,route setting and derailment prevention,KKK,Khakharia,WR,Gujarat,SEC-KKK-VDV,6.0,HIGH,60.7,4.0,0.1298,2.0,0,2.0,30.3,14.0,21,7.0,0,0,0,0,0,4,EVT-0008622,2026-06-08
AST-001934,Engineering,Level Crossing Surface,road-rail interface,DURG,DURG,SECR,Chhattisgarh,SEC-DURG-MUP,5.0,HIGH,67.1,117.0,0.8781,11.0,1,66.0,73.1,30.0,229,199.0,0,0,0,0,1,2,EVT-0005030,2025-11-09
AST-001935,Traction,Circuit Breaker/Interrupter,traction protection and isolation,THX,TOVALAI,SR,Tamil Nadu,SEC-THX-AAY,12.3,HIGH,75.3,34.0,0.5479,2.0,0,18.0,57.0,30.0,32,2.0,0,0,0,0,0,1,EVT-0007028,2026-03-07
AST-001936,Engineering,Level Crossing Surface,road-rail interface,KJMG,KANJUR MARG,WR,Maharashtra,SEC-KJMG-VK,4.3,HIGH,69.9,215.0,0.9955,2.0,0,135.0,80.2,30.0,21,0.0,0,0,0,0,0,1,EVT-0002579,2025-06-11
AST-001937,Engineering,Bridge/Culvert,structural route continuity,ANVR,ANAND VIHAR,NR,Delhi NCT,SEC-ANVR-TKJ,12.3,CRITICAL,78.9,116.0,0.8744,4.0,1,47.0,71.8,90.0,58,0.0,1,1,0,0,1,3,EVT-0007629,2026-04-11
AST-001938,Traction,Cantilever Assembly,OHE geometry,GTA,GOLANTHRA,ECoR,Orissa,SEC-GTA-SLRD,17.2,MEDIUM,59.9,95.0,0.8139,2.0,1,32.0,55.7,30.0,96,66.0,0,0,0,0,1,5,EVT-0006106,2026-01-11
AST-001939,S&T,Point Machine,route setting,OTR,MOTURU,SCR,Andhra Pradesh,SEC-OTR-GUK,7.6,HIGH,72.6,28.0,0.4996,2.0,0,19.0,53.6,14.0,285,271.0,1,0,0,0,0,2,EVT-0007486,2026-04-03
AST-001940,Engineering,Ballast/Formation Zone,track geometry and drainage,KRXM,Krishnamohan Halt,ER,West Bengal,SEC-KRXM-SSRD,16.2,LOW,37.9,2.0,0.0714,2.0,0,1.0,21.4,60.0,59,0.0,0,0,0,0,1,3,EVT-0008507,2026-06-01
AST-001941,Engineering,Points & Crossing,route setting and derailment prevention,BDH,BHEDIA,ER,West Bengal,SEC-BDH-PCQ,12.7,HIGH,73.6,81.0,0.7777,2.0,0,53.0,69.2,14.0,225,211.0,0,0,0,0,0,4,EVT-0005189,2025-11-19
AST-001942,Traction,OHE Contact/Catenary,traction power collection,KNPL,Kandanur Puduvayal,SR,Tamil Nadu,SEC-KNPL-VMM,5.1,MEDIUM,48.6,6.0,0.1827,2.0,1,2.0,18.2,30.0,260,230.0,0,0,0,0,1,4,EVT-0008615,2026-06-07
AST-001943,S&T,Interlocked Level Crossing,road-rail protection,KJJ,KODAVALURU,SCR,Andhra Pradesh,SEC-KJJ-PGU,3.9,CRITICAL,82.6,178.0,0.9655,2.0,0,133.0,81.8,14.0,7,0.0,0,0,0,0,1,2,EVT-0006804,2026-02-23
AST-001944,S&T,Interlocked Level Crossing,road-rail protection,MJG,MAJHAGAWAN,WCR,Madhya Pradesh,SEC-MJG-TKYR,9.3,CRITICAL,79.7,109.0,0.8564,3.0,1,59.0,67.0,14.0,34,20.0,0,0,0,0,1,3,EVT-0009229,2026-07-17
AST-001945,S&T,Colour Light Signal,movement authority indication,SORI,SORAI,WCR,Madhya Pradesh,SEC-SORI-BHS,10.4,CRITICAL,92.7,190.0,0.9882,2.0,0,126.0,85.5,30.0,108,78.0,2,1,0,1,1,8,EVT-0008722,2026-06-16
AST-001948,S&T,Axle Counter,train detection,JJT,JAI JAI WANTI,NR,Haryana,SEC-JJT-JNA,14.2,HIGH,72.0,38.0,0.5758,4.0,1,17.0,53.7,30.0,73,43.0,1,1,0,1,0,4,EVT-0002169,2025-05-16
AST-001949,Engineering,Points & Crossing,route setting and derailment prevention,DHNL,DHANALA,WR,Gujarat,SEC-DHNL-DVY,2.5,HIGH,69.3,16.0,0.3658,2.0,0,8.0,45.4,14.0,28,14.0,0,0,0,0,0,4,EVT-0005920,2026-01-01
AST-001950,Engineering,Points & Crossing,route setting and derailment prevention,SDMK,Sidmukh,NWR,Rajasthan,SEC-SDMK-AUS,15.2,MEDIUM,58.8,11.0,0.2819,3.0,1,3.0,30.2,14.0,6,0.0,0,0,0,0,1,1,EVT-0009592,2026-08-08
AST-001951,Traction,Cantilever Assembly,OHE geometry,LNK,LOHIAN KHAS JN,NR,Punjab,SEC-LNK-SQR,11.1,MEDIUM,43.6,8.0,0.2316,4.0,1,3.0,27.6,30.0,440,410.0,1,1,0,1,1,3,EVT-0008285,2026-05-20
AST-001952,S&T,Electronic Interlocking,route locking and conflict prevention,NLNR,NULEMURU HALT,SWR,Karnataka,SEC-NLNR-HLK,8.3,HIGH,68.8,16.0,0.3658,4.0,1,9.0,41.3,30.0,140,110.0,0,0,0,0,1,3,EVT-0009736,2026-08-15
AST-001953,Traction,Section Insulator,electrical sectioning,ATC,ARTS COLLEGE,SCR,Andhra Pradesh,SEC-ATC-JOO,19.5,HIGH,62.4,104.0,0.8436,2.0,1,53.0,58.0,30.0,95,65.0,2,1,1,2,1,6,EVT-0009604,2026-08-08
AST-001954,Engineering,Points & Crossing,route setting and derailment prevention,KGPW,KGPW,SER,West Bengal,SEC-KGPW-KGP,11.0,MEDIUM,59.0,12.0,0.3097,3.0,1,4.0,31.8,14.0,36,22.0,0,0,0,0,1,2,EVT-0008291,2026-05-20
AST-001955,Engineering,Rail/Track Section,direct train running safety,RLL,REGADIPALLI,SCR,Andhra Pradesh,SEC-RLL-VRN,10.5,MEDIUM,54.9,26.0,0.483,2.0,1,10.0,36.3,30.0,12,0.0,0,0,0,0,1,2,EVT-0003543,2025-08-13
AST-001956,S&T,Axle Counter,train detection,TDLE,TILDANGA,ER,West Bengal,SEC-TDLE-BDBS,26.7,CRITICAL,79.1,79.0,0.7676,4.0,1,47.0,66.0,30.0,50,20.0,1,1,0,0,0,4,EVT-0008561,2026-06-04
AST-001957,Engineering,Rail/Track Section,direct train running safety,JPG,JALPAIGURI,NFR,West Bengal,SEC-JPG-MOP,10.1,MEDIUM,53.5,12.0,0.3097,2.0,1,4.0,26.4,30.0,20,0.0,0,0,0,0,1,2,EVT-0002397,2025-06-01
AST-001958,S&T,Colour Light Signal,movement authority indication,CTTP,CHITRAPUR HALT,KR,Karnataka,SEC-CTTP-BTJL,1.7,HIGH,67.4,44.0,0.6226,3.0,1,22.0,51.1,30.0,253,223.0,1,0,0,1,1,4,EVT-0008389,2026-05-26
AST-001959,Traction,OHE Contact/Catenary,traction power collection,BIML,Bhimal,NWR,Rajasthan,SEC-BIML-MVJ,3.6,HIGH,62.1,20.0,0.4152,5.0,1,7.0,46.4,30.0,538,508.0,0,0,0,0,0,2,EVT-0009659,2026-08-11
AST-001960,S&T,Axle Counter,train detection,KMGE,KUMAHU,ECR,Bihar,SEC-KMGE-SSG,14.0,CRITICAL,84.5,109.0,0.8564,2.0,0,83.0,76.2,30.0,60,30.0,0,0,0,0,1,3,EVT-0009330,2026-07-23
AST-001961,Engineering,Rail/Track Section,direct train running safety,CVJ,CHAVAJ,WR,Gujarat,SEC-CVJ-NIU,1.2,CRITICAL,78.6,212.0,0.9934,2.0,1,88.0,70.3,30.0,63,33.0,0,0,0,0,0,2,EVT-0005243,2025-11-22
AST-001962,Engineering,Points & Crossing,route setting and derailment prevention,BRZR,BARARI BAZAR,CR,Maharashtra,SEC-BRZR-BKHR,2.5,HIGH,71.4,49.0,0.6472,3.0,1,22.0,53.4,14.0,6,0.0,0,0,0,0,0,4,EVT-0008403,2026-05-27
AST-001963,Traction,OHE Contact/Catenary,traction power collection,ARP,Atrampur,NR,Uttar Pradesh,SEC-ARP-RMC,18.8,MEDIUM,54.5,21.0,0.4264,2.0,1,9.0,33.1,30.0,314,284.0,2,0,0,1,0,4,EVT-0008134,2026-05-11
AST-001964,S&T,Axle Counter,train detection,KATL,KATOL,SECR,Maharashtra,SEC-KATL-MER,19.3,CRITICAL,84.0,125.0,0.895,2.0,0,80.0,78.2,30.0,67,37.0,0,0,0,0,0,4,EVT-0009688,2026-08-12
AST-001965,Engineering,Points & Crossing,route setting and derailment prevention,SRWN,SARASWATINAGAR,SECR,Chhattisgarh,SEC-SRWN-R,13.5,HIGH,75.5,114.0,0.87,3.0,1,55.0,66.7,14.0,129,115.0,1,0,0,0,1,2,EVT-0002739,2025-06-21
AST-001966,Engineering,Sleeper/Fastening Zone,track gauge and stability,GID,GIDDALUR,SCR,Andhra Pradesh,SEC-GID-KSTE,5.7,MEDIUM,59.2,22.0,0.4412,4.0,1,7.0,43.1,30.0,11,0.0,0,0,0,0,1,1,EVT-0005853,2025-12-28
AST-001967,Engineering,Points & Crossing,route setting and derailment prevention,BDL,VINDHYACHAL,NER,Uttar Pradesh,SEC-BDL-MZP,5.3,CRITICAL,85.3,179.0,0.968,2.0,0,113.0,82.6,14.0,281,267.0,0,0,0,0,1,6,EVT-0009079,2026-07-07
AST-001968,Engineering,Points & Crossing,route setting and derailment prevention,KMNR,Kamalnagar,SCR,Karnataka,SEC-KMNR-KCP,7.5,HIGH,64.7,16.0,0.3658,2.0,0,9.0,44.3,14.0,352,338.0,1,0,0,1,1,4,EVT-0008431,2026-05-28
AST-001969,Engineering,Rail/Track Section,direct train running safety,JER,JALESWAR,SER,Orissa,SEC-JER-RGT,13.3,HIGH,71.5,113.0,0.8654,2.0,1,43.0,61.5,30.0,49,19.0,0,0,0,0,0,1,EVT-0000367,2025-01-23
AST-001970,Traction,Circuit Breaker/Interrupter,traction protection and isolation,KLB,KIRAOLI,NCR,Uttar Pradesh,SEC-KLB-MIQ,12.2,HIGH,72.6,28.0,0.4996,2.0,0,17.0,53.6,30.0,95,65.0,2,1,0,0,0,4,EVT-0006422,2026-02-01
AST-001971,Engineering,Points & Crossing,route setting and derailment prevention,SBP,SAMBALPUR,SER,Orissa,SEC-SBP-SBPD,12.2,HIGH,71.7,53.0,0.6715,10.0,1,24.0,62.9,14.0,324,310.0,0,0,0,0,1,4,EVT-0009363,2026-07-25
AST-001972,Traction,Feeder/Return Conductor,traction current path,JRAE,JAUGRAM,ER,West Bengal,SEC-JRAE-NBAE,1.8,HIGH,63.6,132.0,0.9117,2.0,1,60.0,62.0,60.0,21,0.0,2,1,0,1,1,8,EVT-0008275,2026-05-19
AST-001973,Engineering,Bridge/Culvert,structural route continuity,RBD,RAHIMABAD,NER,Uttar Pradesh,SEC-RBD-SAN,0.5,HIGH,73.0,148.0,0.9412,2.0,1,71.0,66.0,90.0,175,85.0,0,0,0,0,1,2,EVT-0008569,2026-06-05
AST-001974,Engineering,Bridge/Culvert,structural route continuity,AKP,ANAKAPALLE,ECoR,Andhra Pradesh,SEC-AKP-THY,7.1,CRITICAL,79.9,133.0,0.9158,3.0,1,75.0,70.3,90.0,313,223.0,0,0,0,0,1,3,EVT-0007802,2026-04-22
AST-001975,S&T,Colour Light Signal,movement authority indication,BLC,BOLDA,SCR,Maharashtra,SEC-BLC-PNSD,14.5,HIGH,65.9,14.0,0.3381,4.0,1,6.0,39.1,30.0,67,37.0,0,0,0,0,0,4,EVT-0008000,2026-05-04
AST-001976,Engineering,Rail/Track Section,direct train running safety,PYX,PEYANAPALLI,SR,Tamil Nadu,SEC-PYX-SIE,7.5,HIGH,63.0,51.0,0.66,2.0,1,14.0,48.1,30.0,10,0.0,0,0,0,0,1,3,EVT-0005386,2025-11-30
AST-001977,Engineering,Points & Crossing,route setting and derailment prevention,LMK,LIMKHEDA,WR,Gujarat,SEC-LMK-PPD,9.8,CRITICAL,79.0,100.0,0.8298,2.0,0,66.0,73.4,14.0,241,227.0,0,0,0,0,0,2,EVT-0008217,2026-05-16
AST-001978,Engineering,Bridge/Culvert,structural route continuity,GTE,GOTHAJ,WR,Gujarat,SEC-GTE-MHD,5.7,CRITICAL,79.7,174.0,0.9629,2.0,1,88.0,68.9,90.0,162,72.0,1,0,0,1,0,2,EVT-0007848,2026-04-25
AST-001979,Engineering,Points & Crossing,route setting and derailment prevention,CRY,CHIRAYINKIL,SR,Kerala,SEC-CRY-KVU,1.7,CRITICAL,82.3,104.0,0.8436,2.0,0,76.0,75.0,14.0,51,37.0,1,1,0,1,1,5,EVT-0006869,2026-02-27
AST-001980,Engineering,Ballast/Formation Zone,track geometry and drainage,AGR,AMARGARH,WR,Madhya Pradesh,SEC-AGR-PCN,7.0,MEDIUM,53.0,100.0,0.8298,2.0,1,37.0,54.9,60.0,234,174.0,2,0,0,1,0,5,EVT-0007651,2026-04-13
AST-001981,Engineering,Points & Crossing,route setting and derailment prevention,TWL,TILWARA,NWR,Rajasthan,SEC-TWL-KHTX,15.9,HIGH,69.6,18.0,0.3888,2.0,0,12.0,46.8,14.0,39,25.0,0,0,0,0,0,1,EVT-0002957,2025-07-07
AST-001982,S&T,Track Circuit,train detection,GLP,GOLLAPROLU,SCR,Andhra Pradesh,SEC-GLP-MVRM,17.5,CRITICAL,82.3,133.0,0.9158,3.0,1,57.0,70.9,30.0,135,105.0,0,0,0,0,0,3,EVT-0009016,2026-07-04
AST-001983,Traction,OHE Contact/Catenary,traction power collection,BSP,BILASPUR JN,SECR,Chhattisgarh,SEC-BSP-DPH,4.7,HIGH,74.7,104.0,0.8436,5.0,1,37.0,73.1,30.0,28,0.0,0,0,0,0,0,1,EVT-0007124,2026-03-13
AST-001984,Engineering,Rail/Track Section,direct train running safety,CKB,CHAUTH KA BARWARA,WCR,Rajasthan,SEC-CKB-DPZ,18.8,HIGH,60.3,46.0,0.634,2.0,1,24.0,45.9,30.0,63,33.0,0,0,0,0,1,1,EVT-0001168,2025-03-12
AST-001985,S&T,Colour Light Signal,movement authority indication,BAR,BAR,NWR,Rajasthan,SEC-BAR-HP,4.6,HIGH,75.5,39.0,0.5795,2.0,0,24.0,58.7,30.0,345,315.0,0,0,0,0,0,3,EVT-0007298,2026-03-24
AST-001986,Engineering,Rail/Track Section,direct train running safety,FBG,FORBESGANJ,ECR,Bihar,SEC-FBG-NPV,11.8,MEDIUM,59.8,10.0,0.2715,4.0,1,4.0,33.9,30.0,89,59.0,1,0,0,0,0,2,EVT-0008316,2026-05-22
AST-001987,Traction,Section Insulator,electrical sectioning,DAE,DAHEGAON,CR,Maharashtra,SEC-DAE-KAOT,7.5,HIGH,62.5,87.0,0.7933,2.0,1,32.0,55.3,30.0,68,38.0,2,1,1,1,0,4,EVT-0008547,2026-06-03
AST-001988,Traction,Circuit Breaker/Interrupter,traction protection and isolation,ANA,ASLANA,WCR,Madhya Pradesh,SEC-ANA-DMO,2.9,HIGH,73.9,43.0,0.6096,2.0,0,30.0,60.0,30.0,44,14.0,0,0,0,0,1,1,EVT-0001927,2025-04-30
AST-001989,Engineering,Rail/Track Section,direct train running safety,GOGH,GOSSAIGAON HAT,NFR,Assam,SEC-GOGH-SRPB,7.0,HIGH,69.9,46.0,0.634,4.0,1,14.0,56.3,30.0,231,201.0,1,1,1,1,0,3,EVT-0006943,2026-03-02
AST-001990,S&T,Point Machine,route setting,NGD,NAGARDEVLA,CR,Maharashtra,SEC-NGD-KJ,15.6,CRITICAL,88.3,179.0,0.968,2.0,0,129.0,83.3,14.0,5,0.0,0,0,0,0,0,1,EVT-0003466,2025-08-09
AST-001991,Engineering,Ballast/Formation Zone,track geometry and drainage,KEY,KAGANKARAI,SWR,Tamil Nadu,SEC-KEY-KNNT,3.4,MEDIUM,54.9,125.0,0.895,3.0,1,42.0,63.0,60.0,112,52.0,0,0,0,0,0,9,EVT-0007665,2026-04-13
AST-001992,Engineering,Rail/Track Section,direct train running safety,AMG,ALAMNAGAR,NER,Uttar Pradesh,SEC-AMG-KKJ,5.6,HIGH,73.2,148.0,0.9412,4.0,1,63.0,74.1,30.0,470,440.0,0,0,0,0,0,3,EVT-0008681,2026-06-12
AST-001993,Engineering,Points & Crossing,route setting and derailment prevention,GUU,GUNDRATIMADUGU,SCR,Andhra Pradesh,SEC-GUU-MABD,17.1,CRITICAL,86.0,133.0,0.9158,2.0,0,89.0,79.9,14.0,250,236.0,0,0,0,0,0,3,EVT-0007023,2026-03-07
AST-001994,Engineering,Ballast/Formation Zone,track geometry and drainage,CAO,CHAURADANO,ECR,Bihar,SEC-CAO-JMM,2.3,LOW,30.6,4.0,0.1298,2.0,1,0.0,10.8,60.0,156,96.0,0,0,0,0,0,3,EVT-0008410,2026-05-27
AST-001995,Engineering,Points & Crossing,route setting and derailment prevention,SAR,SHAHZAD NAGAR,NER,Uttarakhand,SEC-SAR-RMU,9.6,CRITICAL,88.4,143.0,0.9363,2.0,0,122.0,81.6,14.0,28,14.0,0,0,0,0,1,1,EVT-0000924,2025-02-25
AST-001996,S&T,Electronic Interlocking,route locking and conflict prevention,PTNR,PATEL NAGAR,NR,Delhi NCT,SEC-PTNR-DBSI,9.1,CRITICAL,84.4,80.0,0.7743,5.0,1,38.0,71.7,30.0,386,356.0,1,1,1,0,0,4,EVT-0008383,2026-05-26
AST-001997,S&T,Electronic Interlocking,route locking and conflict prevention,PNP,PANIPAT JN,NR,Haryana,SEC-PNP-KURN,3.3,CRITICAL,85.7,104.0,0.8436,5.0,1,61.0,75.8,30.0,22,0.0,1,0,0,1,0,3,EVT-0003999,2025-09-09
AST-001998,Engineering,Rail/Track Section,direct train running safety,TUP,TIRUPPUR,SR,Tamil Nadu,SEC-TUP-VNJ,4.4,HIGH,75.5,131.0,0.9079,2.0,1,71.0,64.8,30.0,413,383.0,0,0,0,0,1,3,EVT-0008850,2026-06-24
AST-001999,Traction,OHE Contact/Catenary,traction power collection,MWR,Mahansar,NWR,Rajasthan,SEC-MWR-RSWT,8.4,MEDIUM,53.6,10.0,0.2715,2.0,1,5.0,24.3,30.0,106,76.0,0,0,0,0,0,4,EVT-0004970,2025-11-05
AST-002000,S&T,Colour Light Signal,movement authority indication,OLR,THRISSUR OLLUR HALT,SR,Kerala,SEC-OLR-PUK,6.7,CRITICAL,88.9,162.0,0.9566,2.0,0,128.0,82.8,30.0,479,449.0,1,1,1,1,0,6,EVT-0009367,2026-07-25
AST-002001,S&T,Colour Light Signal,movement authority indication,STR,SATARA,CR,Maharashtra,SEC-STR-JSV,7.8,HIGH,73.4,46.0,0.634,2.0,0,33.0,61.2,30.0,65,35.0,0,0,0,0,1,1,EVT-0004688,2025-10-18
AST-002002,Traction,Traction Substation,traction power supply,MKC,MAKSI,SER,Jharkhand,SEC-MKC-DON,5.9,HIGH,76.3,77.0,0.7614,5.0,1,28.0,69.0,30.0,23,0.0,0,0,0,0,0,2,EVT-0003399,2025-08-05
AST-002003,Traction,Feeder/Return Conductor,traction current path,BRKA,BARKAKANA,SER,Jharkhand,SEC-BRKA-RMT,25.1,MEDIUM,50.2,21.0,0.4264,4.0,1,9.0,40.0,60.0,53,0.0,3,2,0,2,1,8,EVT-0009437,2026-07-28
AST-002004,S&T,Track Circuit,train detection,NGRT,NAGROTA,NR,Himachal Pradesh,SEC-NGRT-SMLT,11.9,HIGH,64.7,12.0,0.3097,4.0,1,5.0,37.2,30.0,21,0.0,1,0,0,1,1,6,EVT-0009956,2026-08-28
AST-002005,Engineering,Points & Crossing,route setting and derailment prevention,CD,CHANDRAPUR,SECR,Maharashtra,SEC-CD-CAF,9.4,CRITICAL,87.8,117.0,0.8781,2.0,0,79.0,78.2,14.0,24,10.0,1,0,0,1,0,4,EVT-0006125,2026-01-12
AST-002006,S&T,Colour Light Signal,movement authority indication,BSX,BASAR,SCR,Andhra Pradesh,SEC-BSX-FKB,15.2,HIGH,70.4,34.0,0.5479,2.0,0,22.0,55.7,30.0,133,103.0,0,0,0,0,1,3,EVT-0006313,2026-01-24
AST-002007,Engineering,Bridge/Culvert,structural route continuity,DUBH,DUBAHA,ECR,Bihar,SEC-DUBH-KRBP,12.2,HIGH,70.5,84.0,0.785,3.0,1,34.0,60.8,90.0,210,120.0,0,0,0,0,0,2,EVT-0006659,2026-02-14
AST-002008,Traction,Traction Substation,traction power supply,SOM,SOMNA,NCR,Uttar Pradesh,SEC-SOM-KLA,16.6,CRITICAL,78.8,128.0,0.9012,2.0,0,85.0,77.3,30.0,160,130.0,0,0,0,0,1,5,EVT-0008825,2026-06-22
AST-002009,Traction,Circuit Breaker/Interrupter,traction protection and isolation,RPJ,RAJPURA JN,NR,Punjab,SEC-RPJ-SBJ,18.6,HIGH,75.0,156.0,0.9514,3.0,1,89.0,71.1,30.0,201,171.0,0,0,0,0,1,4,EVT-0009354,2026-07-24
AST-002010,S&T,Track Circuit,train detection,VRBD,VRINDABAN ROAD,WCR,Uttar Pradesh,SEC-VRBD-MROA,17.9,CRITICAL,86.4,196.0,0.9891,2.0,0,122.0,84.0,30.0,45,15.0,0,0,0,0,1,4,EVT-0003646,2025-08-19
AST-002011,S&T,Electronic Interlocking,route locking and conflict prevention,BDPK,BURHAPANKA,ECoR,Orissa,SEC-BDPK-TLHD,2.9,CRITICAL,78.7,36.0,0.5623,3.0,1,17.0,50.6,30.0,33,3.0,0,0,0,0,1,2,EVT-0009231,2026-07-17
AST-002012,Traction,OHE Contact/Catenary,traction power collection,MDJ,MUHAMMADGANJ,ECR,Jharkhand,SEC-MDJ-SZF,10.6,MEDIUM,57.2,21.0,0.4264,2.0,1,9.0,33.8,30.0,73,43.0,2,1,0,1,1,5,EVT-0007608,2026-04-10
AST-002013,Engineering,Ballast/Formation Zone,track geometry and drainage,BPL,BHOPAL JN,WCR,Madhya Pradesh,SEC-BPL-SUW,12.6,HIGH,63.3,190.0,0.9882,5.0,1,78.0,78.2,60.0,60,0.0,1,0,0,0,1,2,EVT-0004233,2025-09-22
AST-002014,Engineering,Level Crossing Surface,road-rail interface,WADI,WADI,SCR,Andhra Pradesh,SEC-WADI-HLKT,10.6,HIGH,62.1,70.0,0.7353,5.0,1,23.0,64.0,30.0,9,0.0,1,0,0,0,0,3,EVT-0009205,2026-07-15
AST-002015,Engineering,Ballast/Formation Zone,track geometry and drainage,SHLU,SHELU,CR,Maharashtra,SEC-SHLU-VGI,12.9,MEDIUM,51.1,101.0,0.8329,2.0,1,35.0,54.6,60.0,128,68.0,1,1,1,0,1,3,EVT-0007268,2026-03-22
AST-002016,S&T,Axle Counter,train detection,NVU,NAVALUR,SWR,Karnataka,SEC-NVU-AGL,6.5,CRITICAL,83.3,53.0,0.6715,2.0,0,31.0,65.8,30.0,3,0.0,0,0,0,0,0,2,EVT-0003494,2025-08-11
AST-002017,S&T,Interlocked Level Crossing,road-rail protection,DDJ,DUM DUM,ER,West Bengal,SEC-DDJ-PTKR,1.4,CRITICAL,78.0,125.0,0.895,5.0,1,68.0,76.7,14.0,5,0.0,0,0,0,0,1,1,EVT-0007954,2026-04-30
AST-002018,Traction,Section Insulator,electrical sectioning,BNN,BARNALA,NR,Punjab,SEC-BNN-SEQ,13.3,MEDIUM,53.8,23.0,0.4513,2.0,1,8.0,34.3,30.0,116,86.0,0,0,0,0,0,4,EVT-0004707,2025-10-19
AST-002019,S&T,Track Circuit,train detection,THK,THAKRULI,CR,Maharashtra,SEC-THK-DI,4.6,CRITICAL,84.7,241.0,0.9988,2.0,0,154.0,84.1,30.0,36,6.0,1,1,0,0,0,4,EVT-0008947,2026-06-29
AST-002020,Traction,OHE Contact/Catenary,traction power collection,GNSYM,GNSYM,ECR,Bihar,SEC-GNSYM-VSV,6.4,MEDIUM,59.6,15.0,0.3474,3.0,1,9.0,34.0,30.0,392,362.0,2,2,0,2,1,7,EVT-0008358,2026-05-24
AST-002021,Engineering,Bridge/Culvert,structural route continuity,CVR,CHORVAD ROAD,WR,Gujarat,SEC-CVR-MLHA,11.2,MEDIUM,59.3,21.0,0.4264,2.0,1,8.0,34.3,90.0,44,0.0,0,0,0,0,0,1,EVT-0007595,2026-04-09
AST-002022,Traction,OHE Contact/Catenary,traction power collection,GZO,GAZOLE,NFR,West Bengal,SEC-GZO-MANG,3.8,MEDIUM,53.8,8.0,0.2316,2.0,1,3.0,22.2,30.0,166,136.0,0,0,0,0,1,5,EVT-0009449,2026-07-29
AST-002023,Engineering,Ballast/Formation Zone,track geometry and drainage,GUR,GANAGAPUR ROAD,SWR,Karnataka,SEC-GUR-HHD,7.2,MEDIUM,45.9,61.0,0.7088,2.0,1,17.0,46.5,60.0,143,83.0,0,0,0,0,1,3,EVT-0006752,2026-02-19
